title,original_language,release_date,popularity,vote_count,vote_average,budget,genre_names,collection_name,year_release
Little Red Devil,en,2008-01-01,0.632,1,3.0,1000000.0,Horror,,2008
Six Tickets to Hell,en,1981-09-10,0.632,0,0.0,0.0,Drama,,1981
The Legend of Black Annie,en,2015-02-01,0.632,0,0.0,0.0,Horror,,2015
Socialist Zombie Massacre,sk,2014-04-25,0.632,5,7.2,21000.0,Comedy,,2014
Lumber vs. Jack,en,2014-01-01,0.632,0,0.0,0.0,Comedy,Jack vs. Collection,2014
House of the Damned,cn,1999-10-08,0.632,1,4.0,0.0,Horror,,1999
The Veiled,en,2017-06-11,0.632,1,8.0,1500.0,Crime,,2017
Lights Out,en,1972-01-15,0.632,0,0.0,0.0,Horror,,1972
Soon You Will Be Gone,en,2016-12-08,0.632,1,10.0,15.0,Drama,,2016
House of Pain,en,2018-10-01,0.632,1,10.0,0.0,Horror,,2018
Tusuk Jelangkung Di Lubang Buaya,id,2018-12-06,0.632,1,9.0,0.0,Horror,,2018
The Thing on the Shelf,en,2018-12-26,0.632,1,10.0,0.0,Horror,,2018
American Antichrist,en,2018-10-31,0.632,1,7.0,0.0,Horror,,2018
Rage of the Mummy,en,2018-11-13,0.632,1,3.0,0.0,Crime,,2018
The Mirror,zh,2015-09-27,0.632,0,0.0,0.0,Horror,,2015
Locked Alone,en,2018-09-18,0.632,1,1.0,0.0,Crime,,2018
Spooksbury,en,2017-05-26,0.632,1,9.0,0.0,Comedy,,2017
concrete_savanna,en,2021-02-02,0.632,0,0.0,0.0,Thriller,,2021
72,en,2018-04-01,0.632,0,0.0,200.0,Horror,,2018
Everybody Gets Stabbed,en,2020-12-06,0.632,0,0.0,0.0,Comedy,,2020
The Day The Dead Weren't Dead,en,2007-10-05,0.632,1,8.0,0.0,Action,,2007
The Bloody Ape,en,1997-07-15,0.631,1,7.0,10000.0,Horror,,1997
Flirt,sr,2005-08-02,0.631,1,6.5,0.0,Comedy,,2005
The Haunted Madam,cn,1986-10-30,0.631,0,0.0,0.0,Horror,,1986
Miss Magic,cn,1988-06-23,0.631,0,0.0,0.0,Horror,,1988
The Diplomat Hotel,en,2013-07-27,0.631,0,0.0,0.0,Drama,,2013
The Hunchback of Notre Dame,en,1976-12-30,0.631,1,4.0,0.0,Drama,,1976
Bahay Ampunan,tl,2015-02-25,0.631,0,0.0,0.0,Horror,,2015
Fall Breakers: The Making of 'The Mutilator',en,2016-02-15,0.631,1,10.0,0.0,Documentary,,2016
Hard Times for Dracula,es,1976-01-01,0.631,1,2.0,0.0,Comedy,,1976
Empire of Madness,en,1989-01-01,0.631,0,0.0,0.0,Documentary,,1989
The Well of Deprivation,ar,1969-12-29,0.631,1,6.0,0.0,Drama,,1969
Reunion Z,id,2018-04-12,0.631,3,4.7,0.0,Comedy,,2018
Fur Ball Fury,en,2013-05-08,0.631,0,0.0,5.0,Horror,,2013
In a Foreign Town,en,2018-07-28,0.631,1,6.0,0.0,Horror,,2018
The Exorcist Nurse,ja,2018-08-04,0.631,1,5.0,0.0,Horror,,2018
All of You,en,2021-05-08,0.631,0,0.0,0.0,Horror,,2021
PostMorteM,en,2022-07-15,0.631,2,9.5,5000.0,Fantasy,,2022
Filthy McNastiest: Apocalypse Fuck!,en,2005-06-19,0.63,0,0.0,500.0,Comedy,Filthy McNasty Collection,2005
Curse of Lola,zh,2005-11-03,0.63,1,3.0,0.0,Horror,,2005
Terrible Ghost Cat of Okazaki,ja,1954-01-01,0.63,1,8.0,0.0,Horror,,1954
Addicted to Murder 3: Bloodlust,en,2000-01-01,0.63,1,1.0,0.0,Horror,,2000
Junkbucket,en,2008-10-29,0.63,0,0.0,0.0,Comedy,,2008
Island of the Evil Spirits,ja,1981-10-03,0.63,1,6.0,0.0,Drama,,1981
Salient Minus Ten,en,2018-01-28,0.63,1,6.0,0.0,Science Fiction,,2018
Atelophobia: Chapter 2,en,2018-04-08,0.63,1,3.0,0.0,Horror,,2018
Stay/Away,en,2018-03-22,0.63,1,10.0,6000.0,Thriller,,2018
Forgive Us,en,2021-06-25,0.63,0,0.0,0.0,Drama,,2021
Ultimate Love Games,en,1998-01-01,0.63,1,1.0,0.0,Fantasy,,1998
There's A Monster In The Shed,en,2021-07-04,0.63,0,0.0,0.0,Horror,,2021
Solitary,en,2022-09-02,0.63,0,0.0,0.0,Comedy,,2022
Female Mercenaries on Zombie Island,en,1995-01-01,0.629,1,3.0,0.0,Action,,1995
Echoes,en,1982-01-01,0.629,1,3.0,0.0,Drama,,1982
Death Clique,en,2006-01-01,0.629,0,0.0,0.0,Horror,,2006
Deadly Dares: Truth or Dare Part IV,en,2011-07-15,0.629,1,10.0,0.0,Horror,,2011
Day of the Reaper,en,1984-10-31,0.629,1,2.0,1000.0,Horror,,1984
Minyak Dagu,en,2013-01-02,0.629,0,0.0,0.0,Horror,,2013
13 Witches,en,2012-01-09,0.629,0,0.0,100000.0,Horror,,2012
Bloodthirst: Legend of the Chupacabras,en,2003-03-18,0.629,1,1.0,0.0,Horror,Bloodthirst Collection,2003
Necrophobia 3D,es,2014-09-18,0.629,16,4.8,0.0,Mystery,,2014
Venial,en,2014-01-03,0.629,1,6.0,0.0,Thriller,,2014
Night Tales,en,2011-06-06,0.629,0,0.0,0.0,Horror,,2011
Dead Heart,es,2016-10-17,0.629,16,6.4,1000000.0,Drama,,2016
Slit Mouth Woman 2,ja,2010-04-10,0.629,0,0.0,0.0,Horror,,2010
Murder Made Easy,en,2017-09-22,0.629,1,4.0,0.0,Thriller,,2017
Light As A Feather,en,2017-10-24,0.629,1,10.0,0.0,Horror,,2017
Xangadix Lives!,nl,2017-11-04,0.629,1,8.0,17000.0,Documentary,,2017
Beware of What You Wish For,en,2010-01-01,0.629,0,0.0,0.0,Horror,,2010
Demons,en,2017-07-15,0.629,1,9.0,0.0,Horror,,2017
Stake Land: Jebediah,en,2011-05-11,0.629,0,0.0,0.0,Horror,,2011
Eye of the Sandman,en,2010-06-01,0.629,1,5.0,0.0,Comedy,,2010
Beyond The Night,en,2017-10-01,0.629,1,10.0,0.0,Horror,,2017
Heartland,en,2013-06-13,0.629,0,0.0,0.0,Horror,,2013
The Apparition,en,2021-06-20,0.629,0,0.0,1500.0,Horror,,2021
Joey: The Movie,en,2017-08-06,0.629,1,10.0,1.0,Action,,2017
Carne,pt,2022-08-29,0.629,0,0.0,0.0,Horror,,2022
Good-Bye,ja,2012-01-01,0.629,0,0.0,0.0,Horror,,2012
Animals,en,1999-06-01,0.628,0,0.0,0.0,Horror,,1999
The Deepening,en,2006-10-01,0.628,1,6.0,100000.0,Horror,,2006
Justice Be Damned,en,2007-01-01,0.628,0,0.0,0.0,Action,,2007
Love from Mother Only,pt,2003-07-01,0.628,6,5.2,25000.0,Horror,,2003
Dead Dreams of Monochrome Men,en,1989-09-27,0.628,6,5.5,0.0,Drama,,1989
Fearful Interlude,zh,1975-09-13,0.628,1,7.0,0.0,Drama,,1975
The Phantom Cat,ja,1956-07-12,0.628,0,0.0,0.0,Horror,,1956
Orang Minyak,ms,2007-11-15,0.628,0,0.0,0.0,Thriller,,2007
The Tell-Tale Heart,en,1971-01-01,0.628,1,8.5,0.0,Horror,,1971
Strange Factories,en,2013-10-26,0.628,1,10.0,0.0,Drama,,2013
Night Kaleidoscope,en,2017-02-04,0.628,1,10.0,0.0,Horror,,2017
My Ambition,en,2006-05-14,0.628,0,0.0,0.0,Horror,,2006
Your Eyes Are Bleeding,en,2017-05-01,0.628,1,3.0,0.0,Horror,,2017
The Obsidian Curse,en,2016-12-01,0.628,1,1.0,0.0,Horror,,2016
Demon Mind,ru,2017-01-31,0.628,1,2.0,2500.0,Horror,,2017
Villa Angker Lembang,id,2021-04-08,0.628,0,0.0,0.0,Horror,,2021
Still Together,en,2021-06-10,0.628,0,0.0,17500.0,Comedy,,2021
Ganha: Zombie Invasion,he,2016-12-23,0.628,1,4.0,0.0,Adventure,,2016
Blue Bison,en,2021-06-12,0.628,0,0.0,0.0,Thriller,,2021
Good Neighbors,en,2021-06-11,0.628,0,0.0,3245.0,Fantasy,,2021
Help,hi,2010-08-13,0.627,1,1.5,0.0,Drama,,2010
Vampire Controller,cn,2001-02-08,0.627,0,0.0,0.0,Horror,,2001
Zombie Movie,en,2005-10-25,0.627,9,6.8,0.0,Comedy,,2005
Sodom the Killer,ja,2004-10-16,0.627,0,0.0,0.0,Action,,2004
A Wicked Ghost II: The Fear,zh,2000-09-20,0.627,0,0.0,0.0,Horror,山村老尸（系列）,2000
The Haunted Pumpkin of Sleepy Hollow,de,2003-10-31,0.627,0,0.0,0.0,Animation,,2003
The Evil One,en,2005-02-22,0.627,0,0.0,180000.0,Horror,,2005
Bloodbath,en,1999-01-01,0.627,0,0.0,0.0,Horror,,1999
Strovengah: Amor Torto,pt,2011-01-21,0.627,1,5.0,0.0,Horror,,2011
Bedlam,es,2015-04-01,0.627,8,5.0,0.0,Thriller,,2015
ACRI: The Legend of Homo-Aquarellius,ja,1996-08-31,0.627,0,0.0,0.0,Fantasy,,1996
Pocong Jumat Kliwon,id,2010-09-23,0.627,1,5.0,0.0,Horror,,2010
Prank,en,2008-08-12,0.627,1,6.0,90000.0,Horror,,2008
Grýla,is,2016-10-22,0.627,1,5.0,0.0,Comedy,,2016
Shock 2000: Snuff Perversions Part II,en,2000-01-01,0.627,0,0.0,0.0,Horror,,2000
Max,en,2016-11-25,0.627,1,10.0,0.0,Drama,,2016
Next Victim,en,2003-09-20,0.627,1,9.0,0.0,Horror,,2003
Heaven and Hell,ja,1999-10-23,0.627,0,0.0,0.0,Horror,,1999
Kiss of Death,pt,2016-06-05,0.627,1,10.0,0.0,Horror,,2016
The Keeper,en,2020-11-12,0.627,0,0.0,0.0,Horror,,2020
Surveilled,en,2021-05-22,0.627,0,0.0,15000.0,Horror,,2021
Mirror Game,en,2020-09-29,0.627,0,0.0,0.0,Thriller,,2020
Breach,en,2021-05-21,0.627,0,0.0,2500.0,Drama,,2021
Blood on Benefits,en,2007-05-15,0.627,1,4.0,0.0,Horror,,2007
White House,en,2010-10-20,0.626,1,1.0,0.0,Thriller,,2010
Sumpahan Kum Kum,ms,2012-01-26,0.626,1,6.0,0.0,Horror,,2012
Hyena of London,en,1964-06-23,0.626,1,3.0,0.0,Horror,,1964
Carl,en,2012-04-29,0.626,8,2.4,0.0,Thriller,,2012
The Siamese Twins,cn,1984-07-24,0.626,0,0.0,0.0,Horror,,1984
Ghost Nursing,en,1982-05-15,0.626,0,0.0,0.0,Horror,,1982
Regal Shocker (The Movie),tl,1989-12-24,0.626,0,0.0,0.0,Horror,,1989
Monkey Boy,en,1992-12-31,0.626,0,0.0,0.0,Horror,,1992
The Ghosts of Kagami Pond,ja,1959-07-01,0.626,1,8.0,0.0,Horror,,1959
Snake Woman,zh,1983-01-01,0.626,0,0.0,0.0,Mystery,,1983
Natalie_Net,es,2015-05-30,0.626,1,5.0,0.0,Science Fiction,,2015
Cin Kuyusu,tr,2015-11-06,0.626,1,3.0,0.0,Horror,,2015
Incarnation,ms,2015-10-31,0.626,1,2.0,0.0,Horror,,2015
Blessed Art Thou,tl,2015-11-10,0.626,1,10.0,0.0,Drama,,2015
Iris,en,2015-08-15,0.626,1,6.0,0.0,Crime,,2015
The Anniversary,en,2015-12-22,0.626,1,4.5,0.0,Horror,,2015
Distiller,en,2016-01-08,0.626,1,1.0,0.0,Family,,2016
Standing in the Shadows of Love,en,2015-08-16,0.626,1,7.0,0.0,Thriller,,2015
House of the Lute,cn,1980-03-27,0.626,0,0.0,0.0,Drama,,1980
Man in a Bag,es,2010-11-06,0.626,1,5.0,0.0,Thriller,,2010
Ghost Man,ja,1954-10-13,0.626,1,7.0,0.0,Horror,,1954
Last Bus,kn,2016-01-15,0.626,1,6.0,0.0,Mystery,,2016
"I Wish, I Wish",es,2016-11-05,0.626,14,5.5,0.0,Horror,,2016
Alien Lover,en,1975-11-25,0.626,0,0.0,0.0,Drama,,1975
U.F.O.,es,2016-01-01,0.626,1,7.0,0.0,Science Fiction,,2016
Ghost in Me,cn,1992-01-01,0.626,0,0.0,0.0,Comedy,,1992
The Slaughter,en,1971-01-01,0.626,0,0.0,0.0,Crime,,1971
Dead End,en,2016-01-01,0.626,1,5.0,0.0,Horror,,2016
Killer Love,en,2002-05-11,0.626,1,2.0,0.0,Horror,,2002
Banshee Blacktop,en,2016-03-03,0.626,1,3.0,0.0,Crime,,2016
The Parasite,en,2015-11-21,0.626,1,8.0,0.0,Romance,,2015
Na Ninna Bidalare,kn,1979-01-01,0.626,0,0.0,0.0,Drama,,1979
The Enigmatic Mister S.,fr,1987-01-09,0.626,0,0.0,0.0,Crime,,1987
Murder at Makeout Point,en,2015-04-27,0.626,1,7.0,0.0,Animation,,2015
Khan Tiola,ar,2020-12-02,0.626,0,0.0,0.0,Thriller,,2020
Bedbound,en,2020-12-07,0.626,0,0.0,1500.0,Drama,,2020
Horror Con,en,2021-03-30,0.626,0,0.0,0.0,Horror,,2021
Full Disclosure Report,en,2005-02-15,0.626,1,7.0,0.0,Documentary,,2005
Hanya Namamu Laila,ms,2021-05-15,0.626,0,0.0,0.0,Comedy,,2021
Boo Hag or Shadow Man,en,2021-05-08,0.626,0,0.0,0.0,Comedy,,2021
Sleepyhead,en,2021-05-17,0.626,0,0.0,2000.0,Thriller,,2021
Beasts: Buddy Boy,en,1976-10-30,0.626,0,0.0,0.0,Drama,,1976
Slaughter Day,en,1991-01-16,0.626,0,0.0,0.0,Horror,,1991
The Man in the Orange Jacket,lv,2014-02-27,0.625,17,5.7,0.0,Crime,,2014
Growing Pains,da,2014-09-06,0.625,1,1.0,0.0,Animation,,2014
Sledge,en,2014-09-02,0.625,1,2.0,0.0,Horror,,2014
Limp,en,2015-01-12,0.625,1,4.0,0.0,Drama,,2015
La forêt des démons,fr,2005-11-30,0.625,1,3.0,0.0,Horror,,2005
Tuning Oscar,es,2014-10-05,0.625,1,8.0,0.0,Comedy,,2014
Bong Srolanh Oun,th,2015-02-19,0.625,1,6.0,0.0,Horror,,2015
Semblance,en,2014-12-31,0.625,1,4.0,0.0,Horror,,2014
& Teller 2,en,2008-10-09,0.625,1,6.0,0.0,Comedy,,2008
Mutant Apocalypse in Drugfuck Deathcamp,sv,2013-12-28,0.625,1,6.0,0.0,Action,,2013
In Extremis,en,2014-10-31,0.625,1,4.0,0.0,Horror,,2014
El misterio de Vera Drudi,es,2013-06-20,0.625,0,0.0,0.0,Horror,,2013
Saka Men,ja,2014-04-24,0.625,1,7.0,0.0,Animation,,2014
Hikiko: The Descent,ja,2014-11-29,0.625,1,10.0,0.0,Horror,,2014
Into the Woods,en,2006-10-13,0.625,1,3.0,0.0,Adventure,,2006
Atlanta Zombie Apocalypse,en,2014-04-04,0.625,1,10.0,0.0,Comedy,,2014
Pizza Delivery!,en,2020-05-29,0.625,0,0.0,0.0,Adventure,,2020
Guest,en,2020-08-27,0.625,7,4.7,5000.0,Horror,,2020
Horror Movie,en,2020-05-16,0.625,0,0.0,0.0,Horror,,2020
Truth Comes Out of its Well to Shame Mankind,pt,2021-04-21,0.625,0,0.0,0.0,Fantasy,,2021
Witching Hour,en,2014-11-15,0.625,1,10.0,0.0,Horror,,2014
Crimson Nights,en,1999-01-01,0.624,1,1.0,0.0,Horror,,1999
Violent Shit II,de,1992-01-01,0.624,9,3.6,0.0,Horror,Violent Shit Collection,1992
Dirty Cop No Donut,en,1999-04-13,0.624,1,3.0,0.0,Comedy,,1999
Aggressive Behavior,en,2012-05-15,0.624,1,8.0,0.0,Horror,,2012
The Forest,pt,2012-05-11,0.624,1,3.0,0.0,Drama,,2012
Foxes,en,2011-11-12,0.624,8,5.8,0.0,Drama,,2011
Tiang Seri,en,2013-11-24,0.624,1,2.0,0.0,Horror,,2013
The Rafters,en,2012-07-12,0.624,1,5.5,0.0,Drama,,2012
Bleeding Through,en,2012-06-30,0.624,1,1.0,0.0,Horror,,2012
CroatianFiles,en,2013-01-13,0.624,1,0.5,0.0,Horror,,2013
Beranak Dalam Kubur,en,2013-09-23,0.624,1,10.0,0.0,Horror,,2013
The Ghost-Cat Cursed Wall,ja,1958-06-15,0.624,1,7.0,0.0,Horror,,1958
EXHIBIT X,en,2012-10-31,0.624,1,1.0,0.0,Crime,,2012
Monster Machine,en,2013-10-23,0.624,1,6.0,0.0,Comedy,,2013
Dunkler Wald,de,2013-11-15,0.624,1,5.5,0.0,Horror,,2013
Run!,km,2013-10-23,0.624,1,7.0,0.0,Horror,,2013
The Unbelievable Channeling The Spirits,en,2012-12-13,0.624,1,10.0,0.0,Mystery,,2012
The Rope Maiden,en,2013-09-18,0.624,1,2.0,266.0,Comedy,,2013
The Devil Knows His Own,en,2013-05-25,0.624,1,2.0,0.0,Horror,,2013
Another Cabin Massacre,en,2020-10-03,0.624,0,0.0,2000.0,Comedy,,2020
Fucking Ghosts,en,2020-09-10,0.624,0,0.0,10000.0,Comedy,,2020
Red Light,en,2020-10-18,0.624,0,0.0,0.0,Horror,,2020
Strix,en,2021-02-28,0.624,0,0.0,0.0,Horror,,2021
Witches Midnight,en,2021-04-08,0.624,0,0.0,0.0,Horror,,2021
2012: An Awakening,en,2009-09-29,0.623,1,5.0,0.0,Action,,2009
Thousand Centipedes,id,1987-01-01,0.623,1,10.0,0.0,Action,,1987
Acid Head: The Buzzard Nuts County Slaughter,en,2011-04-06,0.623,1,2.0,0.0,Horror,,2011
Dracula Blows His Cool,de,1979-10-12,0.623,4,3.0,0.0,Comedy,,1979
Fractured Minds,en,2011-02-10,0.623,1,6.0,0.0,Horror,,2011
Andre,en,2010-06-23,0.623,1,5.0,0.0,Drama,,2010
Daemon,en,1985-12-31,0.623,1,6.5,0.0,Family,,1985
The Midnight Disease,en,2011-09-04,0.623,1,4.0,0.0,Comedy,,2011
Unforgotten Love,en,2010-04-23,0.623,1,6.0,0.0,Horror,,2010
Satanic Yuppies,en,1996-01-01,0.623,1,1.0,0.0,Horror,,1996
Mad Cow,en,2010-05-17,0.623,1,7.0,50.0,Comedy,,2010
Crowbar,en,2011-11-08,0.623,1,2.0,0.0,Horror,,2011
O.T. Ghost Overtime,th,2014-10-23,0.623,4,6.8,0.0,Comedy,,2014
Haven's Point,en,2012-01-01,0.623,1,10.0,0.0,Horror,,2012
The Last Battleground,en,2010-02-17,0.623,1,2.0,0.0,Horror,,2010
Demonitron: The Sixth Dimension,en,2010-07-14,0.623,1,6.0,0.0,Horror,,2010
Woman Who Stole Fingers,ja,2010-08-10,0.623,1,7.0,0.0,Animation,,2010
Wataha,pl,2011-10-02,0.623,1,3.0,0.0,Horror,,2011
Blood Church,en,1992-01-01,0.623,1,3.0,0.0,Horror,,1992
Submerged,en,2011-04-01,0.623,1,2.0,0.0,Horror,,2011
Los bulbos,es,1974-10-10,0.623,1,6.0,0.0,Drama,,1974
The dead's passion,pt,2011-02-28,0.623,1,5.0,0.0,Horror,,2011
The Man in the Maze,en,2011-09-02,0.623,1,2.0,0.0,Horror,,2011
True North,en,2021-10-09,0.623,3,6.0,0.0,Drama,,2021
Querent,en,2021-04-01,0.623,0,0.0,0.0,Horror,,2021
The Towel Man,en,2021-03-30,0.623,0,0.0,0.0,Thriller,,2021
Safe Inside,en,2021-03-30,0.623,0,0.0,2200.0,Drama,,2021
Tape20,en,2011-02-12,0.623,1,10.0,0.0,Comedy,,2011
Vampyre Tales,en,2005-10-09,0.622,1,10.0,50000.0,Horror,,2005
Suitable for Murder,en,2008-01-01,0.622,1,1.0,0.0,Action,,2008
Machined,en,2006-08-15,0.622,1,1.0,0.0,Horror,Machined Collection,2006
Killing Bee,ja,2005-04-23,0.622,1,4.0,0.0,Horror,,2005
Memory,th,2008-05-15,0.622,1,5.0,0.0,Drama,,2008
Congkak,ms,2008-04-17,0.622,1,6.0,0.0,Horror,,2008
Chasing Darkness,en,2007-08-18,0.622,1,3.0,0.0,Horror,,2007
Vampire Time Travelers,en,1998-11-10,0.622,0,0.0,0.0,Comedy,,1998
Aspiring Psychopath,en,2008-01-11,0.622,1,1.0,50000.0,Horror,,2008
The Fall of Night,en,2007-08-25,0.622,1,2.0,0.0,Horror,,2007
Cat-Eyed Boy,ja,2006-10-16,0.622,1,2.0,0.0,Horror,,2006
The Fearmakers Collection,en,2007-05-08,0.622,1,6.0,0.0,Documentary,,2007
Ghost Island 2,id,2008-06-10,0.622,1,6.0,0.0,Horror,Pulau Hantu Collection,2008
Cam2Cam,fr,2008-06-23,0.622,1,6.0,0.0,Thriller,,2008
Cold Blonded Murders,en,2003-01-01,0.622,0,0.0,0.0,Horror,,2003
House of Nightmares - The Last Dance,tr,2006-03-15,0.622,1,5.0,0.0,Drama,,2006
Daikaiju Eiga G,ja,2007-10-23,0.622,1,7.0,0.0,Action,,2007
Sangu Chakkaram,ta,2017-12-29,0.622,0,0.0,0.0,Family,,2017
Video Dating Tape,en,2005-10-12,0.622,1,8.0,0.0,Animation,,2005
Perfect Bride,zh,2009-06-12,0.622,1,3.0,0.0,Comedy,,2009
Birth in the Grave,id,2007-12-19,0.622,1,5.5,0.0,Horror,,2007
Transition,sl,2008-01-01,0.622,1,3.0,0.0,Thriller,,2008
Ohm,en,2009-05-01,0.622,1,5.0,0.0,Science Fiction,,2009
Sin and Salvation: The Comic Book Origin of Ghost Rider,en,2007-06-12,0.622,1,2.0,0.0,Action,,2007
The Scott Tibbs Documentary,en,2006-10-24,0.622,1,5.0,0.0,Horror,,2006
Blood 'n Fire Memories with Tom Savini,en,2007-07-28,0.622,1,1.0,0.0,Documentary,,2007
The Tell-Tale Heart,en,2008-01-01,0.622,1,7.0,600.0,Mystery,,2008
Something Sweet,bn,2022-04-17,0.622,1,7.0,0.0,Horror,,2022
Cut,ko,2022-08-30,0.622,0,0.0,0.0,Thriller,,2022
The Hands,en,2022-08-01,0.622,0,0.0,0.0,Thriller,,2022
Nutcracker: An American Nightmare,en,2001-08-01,0.621,1,2.0,0.0,Drama,,2001
Eyes Are Upon You,en,1997-01-01,0.621,1,1.0,150000.0,Crime,,1997
Ghost Office,cn,2001-11-15,0.621,1,2.0,0.0,Comedy,,2001
The Dead of Night,en,2004-03-10,0.621,1,1.0,0.0,Horror,,2004
Hatred Of A Minute,en,2002-02-25,0.621,1,2.0,0.0,Crime,,2002
The Haunted Lantern,ja,1998-04-28,0.621,1,7.0,0.0,Horror,,1998
Exhumed,en,2003-10-25,0.621,1,1.0,0.0,Action,,2003
Kisah Nyata Dukun AS Misteri Kebun Tebu,id,1998-01-01,0.621,1,6.0,0.0,Crime,,1998
Dæmos Rising,en,2004-03-31,0.621,2,7.5,0.0,Action,,2004
Harvesters,en,2001-04-06,0.621,1,5.0,0.0,Action,,2001
Zombie! vs. Mardi Gras,en,1999-09-09,0.621,1,3.0,5000.0,Comedy,,1999
V-World Matrix,en,1999-01-01,0.621,1,1.0,0.0,Fantasy,,1999
Shock,ta,2004-05-01,0.621,1,4.0,0.0,Drama,,2004
Rosenkavalier,en,1997-10-09,0.621,1,2.0,0.0,Crime,,1997
Mutation 2 - Generation Dead,de,2001-10-22,0.621,1,4.0,0.0,Science Fiction,K7B Mutation,2001
Necromaniac: Schizophreniac 2,en,1999-01-01,0.621,1,2.0,0.0,Horror,,1999
Ee Bhargavi Nilayam,ml,2002-12-13,0.621,1,4.0,0.0,Horror,,2002
Ghost-Cat of Gojusan-Tsugi,ja,1956-07-19,0.621,1,8.0,0.0,Horror,,1956
PDA Massacre,en,2004-01-12,0.621,1,4.0,20000.0,Comedy,,2004
International Necktie Strangler,en,2000-06-01,0.621,1,1.0,0.0,Horror,,2000
Fuck Buddies,en,2015-09-25,0.621,3,7.7,0.0,Comedy,,2015
Death Is a Number,en,1951-06-08,0.621,1,2.0,0.0,Horror,,1951
The Vegas Showgirl Strangler,en,2002-01-01,0.621,1,10.0,0.0,Horror,,2002
Vampire Queen,en,2002-09-05,0.621,1,1.0,0.0,Horror,,2002
The Legend of Ghost Festival,cn,2003-01-01,0.621,1,1.0,0.0,Horror,,2003
H.P. Lovecraft - Ipotesi di un viaggio in Italia,en,2004-03-27,0.621,1,8.0,0.0,Documentary,,2004
Attack of the Flesh Devouring Space Worms from Space,en,1998-05-06,0.621,1,4.0,500.0,Action,,1998
Weevil,en,2018-08-11,0.621,0,0.0,0.0,Horror,,2018
The Incredible Doktor Markesan,en,1962-02-25,0.621,1,7.0,0.0,Mystery,,1962
The Last Retreat,en,2021-02-14,0.621,0,0.0,0.0,Horror,,2021
Crawler,en,2004-10-01,0.621,1,10.0,0.0,Science Fiction,,2004
The Hereafter,en,1983-01-01,0.62,1,5.0,0.0,Thriller,,1983
Kid Safe: The Video,en,1988-01-01,0.62,1,7.0,0.0,Comedy,,1988
"Clap, You're Dead",it,1974-01-01,0.62,1,7.0,0.0,Thriller,,1974
Karma Punishment,id,1982-01-01,0.62,1,5.0,0.0,Action,,1982
Ghost of Guts Eater,th,1973-02-01,0.62,1,6.0,0.0,Horror,,1973
King of Snake,zh,1984-02-04,0.62,1,6.0,0.0,Action,,1984
Dead on Site,en,2008-01-01,0.62,3,2.0,0.0,Thriller,,2008
Ghost Stories: Graveyard Thriller,en,1986-01-01,0.62,1,2.0,0.0,Horror,,1986
Have a Nice Weekend,en,1975-01-01,0.62,1,2.0,0.0,Horror,,1975
Mania,en,1986-02-26,0.62,1,5.0,0.0,Horror,,1986
The Regenerated Man,en,1994-10-19,0.62,1,3.0,0.0,Science Fiction,,1994
Lock,en,1983-01-01,0.62,1,1.0,0.0,Thriller,,1983
Force of Darkness,en,1985-01-01,0.62,1,5.0,0.0,Horror,,1985
Sweet and Savage,it,1983-09-02,0.62,1,2.0,0.0,Documentary,,1983
Stealth Hunters,en,1991-02-27,0.62,1,2.0,0.0,Science Fiction,,1991
Scary True Stories: Realm of Spectres,ja,1992-07-24,0.62,1,2.0,0.0,TV Movie,,1992
The Phantom of the Opera,en,1988-05-03,0.62,1,7.0,0.0,Animation,,1988
Who's Afraid of Werewolves?,pt,1975-02-24,0.62,1,4.0,0.0,Comedy,,1975
Ladykillers,en,1988-04-22,0.62,1,3.0,0.0,Mystery,,1988
Ritesti,es,1993-01-22,0.62,1,6.0,0.0,Mystery,,1993
Wild Things,fr,1982-08-08,0.62,1,1.0,0.0,Horror,,1982
Shock Cinema: Volume Two,en,1991-01-01,0.62,1,1.0,0.0,Documentary,,1991
Shadows of Blood,en,1988-01-01,0.62,1,3.0,0.0,Horror,,1988
Neurosis,es,1970-04-02,0.62,1,10.0,0.0,Drama,,1970
Satanic Invocation,es,1986-01-01,0.62,1,5.0,0.0,Horror,,1986
Shadow Dancing,en,1988-12-02,0.62,1,2.0,0.0,Horror,,1988
Tokyo Babylon 1999,ja,1993-08-21,0.62,1,5.0,0.0,Action,X (Clamp) Collection,1993
Spiritual Princeling,zh,1988-08-13,0.62,1,2.0,0.0,Adventure,,1988
Squareworld,ja,1995-10-28,0.62,1,2.0,0.0,Horror,,1995
Zombies Invade Pittsburg,en,1988-01-01,0.62,1,5.0,0.0,Horror,,1988
Perjanjian dengan Iblis,id,2019-01-10,0.62,2,6.0,0.0,Horror,,2019
Thirst,is,2019-10-25,0.62,7,5.2,0.0,Comedy,,2019
Exitium Redux,en,2021-02-11,0.62,0,0.0,50.0,Mystery,,2021
The Visitant,en,2014-12-10,0.619,3,6.7,0.0,Horror,,2014
Fuckkkyouuu,en,2015-01-22,0.619,9,4.8,0.0,Horror,,2015
Pursuit,en,2020-05-23,0.619,0,0.0,30.0,Science Fiction,,2020
Tooth 4 Tooth,en,2020-05-20,0.619,0,0.0,3000.0,Horror,,2020
616,es,2019-10-03,0.619,0,0.0,0.0,Animation,,2019
We Came Frome The Sea,en,2020-09-27,0.619,0,0.0,0.0,Drama,,2020
